Keyword,Results,Free,Paid,Avg-Rating,Avg-Reviews,Top-3
quick,1445,756,689,4.73,397.0,Quick View & Color Swatch ++|Secomapp: Quick View|Qimify Quick View
quick announcement,164,99,65,4.79,402.0,Quick Announcement Bar|PS ‑ Quick announcement bar|Sale Kit ‑ Social Proof bundle
quote,124,57,67,4.67,65.0,Globo Request a Quote|Request a Quote|Request Quote & Hide Prices
rageon,0,2,5,4.5,129.0,Mobile App Builder ‑MageNative|EasyGeo: Region Redirect|Go Wagon
rating,1675,913,762,4.65,147.0,Shipping Rates Calculator Plus|Pirate Ship|Envia Shipping and Fulfillment
rating widget,237,105,132,4.55,134.0,Rating‑Widget: 5‑Star Reviews|Reputon for Google Reviews|AliExpress Reviews Free App
ratings,1675,913,762,4.65,147.0,Shipping Rates Calculator Plus|Pirate Ship|Envia Shipping and Fulfillment
recart,614,342,272,4.66,907.0,Recart FB Messenger Marketing|Abandoned Cart Recovery Hero|Multi Abandoned Cart Recovery
recharge,103,44,59,4.85,597.0,ReCharge Subscriptions|Instant Checkout ‑ Buy button |ReConvert Upsell & Cross Sell
recommended products,1343,659,684,4.8,201.0,Frequently Bought Together PRO|Cross Sell Related Products |Also Bought • Cross Sell
recurring,113,53,60,4.48,341.0,Subscription & Recurring Order|Installment Recurring Payments|PayWhirl Subscription Payments
reconvert,190,133,57,4.78,348.0,ReConvert Upsell & Cross Sell|Carti Abandoned Cart Recovery|AfterSell Post Purchase Upsell
recurring payments,70,35,35,4.29,64.0,Installment Recurring Payments|PayWhirl Subscription Payments|Subscription & Recurring Order
receipt,138,71,67,4.58,208.0,Order Printer Templates|Super Gift Options|OrderlyPrint
recently viewed,298,143,155,4.55,189.0,Simple Recently Viewed Product|Recently Viewed Items |Personalized Recommendations
redirect,366,167,199,4.31,45.0,GeoIP Country Redirect/Blocker|Broken Link 404/301 Redirect|Easy Redirects by ESC
referral,179,104,75,4.68,761.0,"Loyalty, Rewards & Referrals|Referral Candy|Loyalty, rewards and referrals"
refersion,87,50,37,4.55,229.0,Refersion: Affiliate Marketing|Referral Candy|Traffic Control‑Bulk Redirects
referral candy,86,50,36,4.72,215.0,"Referral Candy|Loyalty, Rewards & Referrals|Spin Wheel Pop ups Email Popup"
refer a friend,180,106,74,4.59,500.0,Gather: Refer a Friend|Referral Candy|Yotpo Loyalty & Rewards
refer,178,96,82,4.75,548.0,Psychological Prices Reference|PointsKit: Rewards & Referrals|Referral Candy
refund,268,138,130,4.67,415.0,Vify PDF Invoice & Order Print|Drag & Drop PDF Invoice|The Refunder
registration,134,65,69,4.61,217.0,My Product Registration|Advanced Registration|Registration Form Builder
register,252,138,114,4.68,369.0,B2B Login To See Prices|DSers‑AliExpress Dropshipping|Integration with FGO invoicing
related products,1290,620,670,4.71,150.0,Related Products | Also Bought|Cross Sell Related Products |Related Products ‑ Also Bought
related,426,216,210,4.73,156.0,Related Products | Also Bought|Cross Sell Related Products |Related Blog Posts
related product,1290,620,670,4.71,150.0,Related Products | Also Bought|Cross Sell Related Products |Related Products ‑ Also Bought
related items,99,47,52,4.75,233.0,Easy Related Items|Bold Product Options|Also Bought • Cross Sell
remarketing,329,193,136,4.5,350.0,Google Ads Dynamic Remarketing|ADCELL Tracking & Remarketing|Google Ads & Google Shopping
reorder,586,271,315,4.72,238.0,Wholesale Order Form & ReOrder|Reorder Master ‑ Repeat Orders|Advance Reorder ‑ Repeat Order
reports,1020,552,468,4.85,130.0,Data Export Reports|Better Reports|BeProfit Profit Calc & Reports
report,1020,552,468,4.85,130.0,Data Export Reports|Report Pundit|Better Reports
reporting,1020,552,468,4.85,130.0,Data Export Reports|Report Pundit|Better Reports
replay,109,59,50,4.42,314.0,Replay Live Session Recordings|Lucky Orange Heatmaps & Replay|Popcorn Replay Customer Visits
restrict lock,67,28,39,4.74,39.0,EasyLockdown ‑ Wholesale Locks|Wholesale Lock Manager|Easy Shipping Restrictions
restock,165,79,86,4.47,234.0,Back In Stock ‑ Restock Alerts|Back in stock ‑ Restock Alerts|Alert Me! Restock Alerts
resize,53,33,20,4.31,285.0,Photo Resize|SEO Image Optimizer & Resizer|Bulk Image Edit ‑ Image SEO
retarget,201,116,85,4.44,309.0,Facebook channel|Dynamic Retargeting Ads|Facebook ads | 6x ROAS & sales
returns,709,421,288,4.78,157.0,AfterShip Returns Center|Clicksit Return Center|Returnly: Returns Manager
retargetapp,0,1,1,4.6,268.0,"Facebook ads | 6x ROAS & sales|Messenger, Whatsapp Chat+Carts"
return,709,421,288,4.78,157.0,Clicksit Return Center|AfterShip Returns Center|Returnly: Returns Manager
return magic,140,67,73,4.69,118.0,Return Magic|Rich Returns|Returnly: Returns Manager
reviews,760,427,333,4.8,1570.0,Judge.me Product Reviews|Loox Product Reviews & Photos|Ali Reviews ‑ Product Reviews
review app,943,443,500,4.77,1531.0,Ali Reviews Product Review App|Fera Product Reviews App|Ryviu Product Reviews App & QA
review importer,505,277,228,4.7,781.0,AliExpress Review Importer|Areviews ‑  Reviews Importer|Ryviu Product Reviews App & QA
rewards,294,177,117,4.7,785.0,"Smile: Rewards & Loyalty |Loyalty, Rewards & Referrals|Yotpo Loyalty & Rewards"
rewind,87,55,32,4.51,365.0,Rewind Backups|Rewind Copy (formerly Replay)|Bees Store Duplicator & COPY
reward,294,177,117,4.7,785.0,"Smile: Rewards & Loyalty |Loyalty, Rewards & Referrals|Yotpo Loyalty & Rewards"
right click,257,120,137,4.65,241.0,Disable Right Click w/ Vault|Disable Right Click Pro|Disable Mouse Right‑Click
rivyo,27,14,13,4.75,595.0,Rivyo Product Reviews|SEO Suite: Image Optimizer|GemPages Flexible Page Builder
roi hunter,99,50,49,4.62,296.0,"ROI Hunter Google/Facebook Ads|Messenger, Whatsapp Chat+Carts|Facebook Retarget"
roi,177,99,78,4.83,374.0,ROI Hunter Google/Facebook Ads|SMS Marketing|Google Ads & Google Shopping
round up,182,102,80,4.62,1420.0,Change Commerce ‑ Donation App|Shop for Good Donation App|Multi Currency Auto Switcher
royal mail,288,175,113,4.3,309.0,Royal Mail Shipping Extension|Zenstores|World Options Global Shipping
rss,34,18,16,4.44,42.0,Smart RSS Feed|Editable XML Feed|Aimtell: Web Push Notification
ryviu,0,7,13,4.85,312.0,Ryviu Product Reviews App & QA|GemPages Flexible Page Builder|Reputon Customer Reviews App
sage,1013,494,519,4.41,1065.0,Sage Business Cloud Accounting|Sage 50 Integration|QuickBooks or Xero Sync
sales pop,897,473,424,4.76,993.0,"Automizely Email, Sales Pop Up|Sales Pop up ‑ Conversion Pro|Sales Notification | Sales Pop"
sale,3095,1625,1470,4.78,1051.0,Sales Notification | Sales Pop|ModeMagic Badges: Sale Booster|POP! Sales Pop & Social Proof
sales,3095,1625,1470,4.8,1126.0,Sales Notification | Sales Pop|POP! Sales Pop & Social Proof|ModeMagic Badges: Sale Booster
sales pop up,939,493,446,4.74,1081.0,"Automizely Email, Sales Pop Up|Sales Pop up ‑ Conversion Pro|ONE+ Sales Pop Ups, SMS, Email"
salesforce,41,19,22,4.35,125.0,Salesforce Sync|Wishlist Plus|Skylio ‑ CRM Connector
scarcity,59,25,34,4.66,902.0,Scarcity: Cart Countdown Timer|Scarcity: Low Stock! Countdown|Ultimate Scarcity Pro
schedule sales,770,395,375,4.42,265.0,Sale & Discount Manager|BD Bulk Discount Price Editor|EasySale: schedule sale prices
schedule,459,262,197,4.47,89.0,Delivery Date Schedule|Appointment Scheduling SMS+|Bulk Price Changer + Scheduler
schema,30,16,14,4.56,225.0,"SEO, JSON‑LD, Schema|Schema Plus for SEO|Schema & Breadcrumbs"
scheduling,459,262,197,4.43,98.0,Appointment Scheduling SMS+|Delivery Date Schedule|In Store Pickup Local Delivery
scout,0,4,1,4.96,157.0,Shop Phone (formerly Scout)|Design Packs|Store Locator by Storemapper
script editor,165,78,87,4.62,93.0,Script Editor|Civil Pixels: Easy Tag Manager|Metafields Editor
scroll,200,107,93,4.58,1340.0,Colorful Scroll To Top Button|AD Scroll To Top|Smooth Scroll To Top
script,151,66,85,4.59,205.0,Script Editor|HT Script|Mouseflow Script Install
scripts,151,66,85,4.59,205.0,Script Editor|HT Script|Seguno: Email Marketing
search,959,444,515,4.73,206.0,Product Filter & Search|Instant Search & Smart Filters|Smart Search & Instant Search
search bar,374,226,148,4.72,343.0,PRODUCT SEARCH BAR & FILTERS|Collection Filter & Search Bar|Smart search bar & search icon
searchanise,0,3,11,4.74,1125.0,Smart Search & Instant Search|Rivyo Product Reviews|Live Search & Smart Filters
secure,409,217,192,4.7,154.0,Ultimate Trust Badges|Shop Secure|TrustedSite Certification
security,408,216,192,4.7,154.0,Ultimate Trust Badges|TrustedSite Certification|Shop Secure
secure checkout,177,81,96,4.68,157.0,Ultimate Trust Badges|Guarantees & Features Icons|Mobile App Builder ‑ Vajro 
secomapp,0,11,6,4.71,573.0,Secomapp: Affiliate Marketing|Secomapp: Promotion Popup|Secomapp: Store Locator Map 
sections,399,169,230,4.78,470.0,Section Feed ‑ Instagram Feed|Sections Pro|Features Section
selly,324,191,133,4.71,282.0,SELLY ‑ Promotion & Pricing|ReConvert Upsell & Cross Sell|Honeycomb Upsell & Cross Sell
sell,1530,820,710,4.6,312.0,Sell To TJX Canada|Sesami: Appointment Booking|Point of Sale
sellbrite,0,1,1,4.65,82.0,Sellbrite|Etsy Realtime Stock Sync
sendcloud,0,3,1,4.67,65.0,Sendcloud ‑ Shipping & Returns|Post & DHL Shipping + Returns|DPD Shipping Service / Versand
sendowl,0,2,1,3.63,245.0,SendOwl|OrderlyEmails|Sendle Booking
sendinblue,0,2,5,4.44,63.0,Sendinblue Email Marketing|SendinBlue Email by Combidesk|ViralSweep Giveaways Contests
sendle,70,41,29,4.46,218.0,Sendle Booking|AfterShip Returns Center|ShipStation
sendgrid,26,12,14,4.79,241.0,Wishlist Plus|SmartrMail Email Marketing|LimeSpot Personalizer
sendlane,0,3,4,4.04,157.0,"Email Collection Bar|ViralSweep Giveaways Contests|Cross sell, Exit & Email Popup"
seo,550,291,259,4.81,947.0,SEO Suite: Image Optimizer|SEO Optimizer: All‑in‑one SEO|TinyIMG SEO & Image Optimizer
seo image,353,171,182,4.29,515.0,TinyIMG SEO & Image Optimizer|SEO Image Optimizer Pro ‑ FREE|SEO Image Optimizer+Page Speed
seo manager,461,206,255,4.79,650.0,SEO Manager|SEO Expert Pro ‑ All in One|ProSEOTracker
seo images,353,171,182,4.29,515.0,TinyIMG SEO & Image Optimizer|SEO Image Optimizer Pro ‑ FREE|SEO Suite: Image Optimizer
seo image optimizer,401,197,204,4.61,561.0,TinyIMG SEO & Image Optimizer|SEO Image Optimizer Pro ‑ FREE|SEO Image Optimizer+Page Speed
seo doctor,232,115,117,4.77,677.0,"SEO Doctor ‑ Rank Booster|SEO Suite: Image Optimizer|SEO, JSON‑LD, Schema"
sevdesk,0,3,8,3.37,35.0,sevDesk BuchhaltungIntegration|Billbee|Zendesk
sezzle,0,2,4,4.5,207.0,Sezzle Install (Unofficial)|One Click Upsell ‑ Zipify OCU|AMP by Shop Sheriff
share,668,370,298,4.34,490.0,ShareThis Share Buttons|Product Reviews|WhatsApp Chat + Abandoned Cart
shipping,1816,1057,759,4.6,196.0,Packlink PRO Shipping Platform|Returns & Shipping Automation|Envia Shipping and Fulfillment
shipstation,55,26,29,4.56,316.0,ShipStation|Lifetimely: Profit & LTV|Shipping Address Validator
shippo,399,261,138,4.61,567.0,Shippo|GDPR/CCPA + Cookie Management|GDPR Cookie Bar +ePrivacy Page
shipping label,812,489,323,4.51,166.0,Postmen: Easy Shipping Labels|Multi Carrier Shipping Label|MultiParcels Shipping & Labels
shipping rates,865,505,360,4.62,132.0,Shipping Rates Calculator Plus|Shipping Rates by Parcelify|Shipping Rates by ZipCode
shipping calculator,696,416,280,4.09,49.0,Shipping Rates Calculator Plus|FREE Shipping calculator|Cart Shipping Calculator Pro
ship,1816,1057,759,4.61,216.0,Packlink PRO Shipping Platform|Pirate Ship|Returns & Shipping Automation
shineon,0,8,7,4.92,22.0,Teeinblue Product Personalizer|shipcon|Custom CSS Editor & Minify
shogun,30,15,15,4.76,514.0,Shogun Landing Page Builder|SEO Suite: Image Optimizer|Spocket ‑ US & EU Dropshipping
shopify,3381,1730,1651,3.56,685.0,Shopify Email|Shopify Chat|Shopify Local Delivery
shoelace,0,1,4,4.68,240.0,Facebook & Google Strategies|Shoppable Instagram & UGC.|Coupon Code & Discount Pop Up
shopping,2140,1100,1040,4.74,736.0,"Feed For Google Shopping|Facebook & Instagram Shopping|Facebook, Google Shopping Feed"
sidebar,44,14,30,4.6,535.0,Animated Sidebar & Banner|Loox Product Reviews & Photos|Smart Product Filter & Search
signifyd,0,1,1,4.5,416.0,Signifyd ‑ Fraud Protection|Secomapp: Promotion Popup
sign up,402,222,180,4.63,1471.0,"Popup | Email Pop Up & Sign Up|Pop up, SMS & Email Marketing|Back In Stock ‑ Restock Alerts"
similar products,1264,616,648,4.78,632.0,Bulk Order ‑ Similar Products|Personalized Recommendations|Stamped.io Product Reviews UGC
simple sale,851,435,416,4.54,430.0,Simple Sales Insight|Simple Sale|Signals: Simple Sales Popups
sitemap,30,17,13,4.48,505.0,SEO HTML Sitemap|SEO Sitemap Builder #1 Sitemap|Sitemapper
site speed,175,92,83,4.5,185.0,TinyIMG SEO & Image Optimizer|SW‑Page Speed Image Optimizer|Hyperspeed ‑ Advanced Speed
sixads,0,3,0,4.33,1171.0,"Facebook, Instagram,Google ads|Unite Free Ads & Free Traffic|Retentify ‑ Customer Retention"
size chart,616,334,282,4.66,166.0,AVADA Size Chart FREE!|Kiwi Size Chart & Recommender|BF Size Charts & Size Guides
size,922,473,449,4.58,435.0,AVADA Size Chart FREE!|Kiwi Size Chart & Recommender|BF Size Charts & Size Guides
size guide,131,61,70,4.48,214.0,BF Size Charts & Size Guides|AVADA Size Chart FREE!|Clean Size Charts
size matters,306,141,165,4.73,444.0,Size Matters|BF Size Charts & Size Guides|AVADA Size Chart FREE!
skip cart,812,489,323,4.72,640.0,Skip Cart w/Sticky Add To Cart|Sticky Sales Boosting Buttons|Sales Pop up ‑ Conversion Pro
skip to checkout,532,317,215,4.59,586.0,Skip To Checkout|One‑Click Checkout|Skip Cart w/Sticky Add To Cart
sku,233,90,143,4.53,408.0,EasyScan: SKU and Barcode|SKUGen|Duplicate SKU Sync | POS Sync
skyou,0,1,0,2.6,50.0,SKYOU
sky pilot,0,5,8,3.89,19.0,Sky Pilot|EasyScan: SKU and Barcode|SKU Print
slack,86,53,33,4.92,180.0,Notify ‑ Slack Notifications|Slack Sales Report & Analytics|EZ Notify ‑ Slack Integration
slider,191,72,119,4.71,106.0,"Instagram Feed & Slider Pro  |Hover Image Slider, Quick View|Image Slider ‑ EA "
slideshow,38,17,21,4.63,181.0,Instagram Feed|Lookbook ‑ Shoppable Galleries|POWR Image Slider & Carousel
slide,125,56,69,4.75,635.0,Slide Cart ‑Sticky Cart Drawer|Slide Cart Drawer‑ Cart Upsell|Flying Cart‑ Slide Cart Drawer
smar7,187,94,93,4.67,292.0,SMART Express|SMART Scarcity Countdown Timer|Voyager Upsell & Cross‑Sell
smart upsells,336,181,155,4.64,307.0,"Unlimited Smart UpSell Offers|ReConvert Upsell & Cross Sell|BOGO: In Cart, Checkout Upsell"
smart upsell,336,181,155,4.64,307.0,Unlimited Smart UpSell Offers|ReConvert Upsell & Cross Sell|Smart Upsell Free Shipping Bar
smart search,331,163,168,4.38,168.0,Smart Search & Instant Search|Smart search bar & search icon|PRODUCT SEARCH BAR & FILTERS
smart7,218,115,103,4.68,312.0,Smart SEO|Instant Search & Smart Filters|Smart Search & Instant Search
smart,702,395,307,4.68,312.0,Smart SEO|Instant Search & Smart Filters|Smart Search & Instant Search
smart tags,325,157,168,4.71,272.0,Smart Tags|Easy Tagging|Smart SEO
smile,39,25,14,4.57,391.0,Smile: Rewards & Loyalty |Smile|Tip Quik | Tip Pop‑up in Cart
smile.io,28,19,9,4.63,1989.0,"Smile: Rewards & Loyalty |Judge.me Product Reviews|Loyalty, Rewards & Referrals"
sms,300,197,103,4.81,1586.0,"SMSBump SMS Marketing|Postscript SMS Marketing |Privy ‑ Pop Ups, Email, & SMS"
smsbump,0,10,4,4.81,1333.0,SMSBump SMS Marketing|Yotpo Product Reviews & Photos|Yotpo Loyalty & Rewards
sms bump,135,91,44,4.75,1538.0,SMSBump SMS Marketing|Multi Abandoned Cart Recovery|Judge.me Product Reviews
sms marketing,509,300,209,4.8,405.0,SMSBump SMS Marketing|Postscript SMS Marketing |SMS Marketing & Cart Recovery
snapchat,53,30,23,4.87,261.0,Snapchat Ads|Snapchat Pixel Installer|SnapBack 4 Snapchat
snapppt,0,7,9,4.49,151.0,Instagram shop by SNPT|AMP by Shop Sheriff|Rich Snippets for SEO
snow,207,83,124,4.77,93.0,"3D Seasonal Effects: Spring|Nice Snow / Snowfall Effect|3D Snow,Valentines,Fog Effect"
social proof,462,248,214,4.85,922.0,"Sale Kit ‑ Social Proof bundle|POP! Sales Pop & Social Proof|Social Proof, Urgency, Pop ups"
social media,748,395,353,4.67,469.0,Outfy ‑ Automate Social Media|Facebook & Instagram AutoPostr|SocialBar ‑ Social Media Icons
social login,281,148,133,4.44,200.0,Oxi Social Login|One Click Social Login|Social Login ‑ miniOrange 
social,1045,561,484,4.8,1076.0,"Sale Kit ‑ Social Proof bundle|POP! Sales Pop & Social Proof|Social Proof, Urgency, Pop ups"
social media icons,313,169,144,4.6,220.0,SocialBar ‑ Social Media Icons|POWR Social Media Icons|Social Media Icons
social share,350,189,161,4.71,592.0,Social Share Buttons|Highlight & Social Sharing|LAI AliExpress Reviews
sold out,195,98,97,4.76,141.0,Wipeout Hide Sold Out Products|Pre‑order Now ‑ PreOrder|Nada: Sort & Hide Sold Out
sort,188,74,114,4.77,278.0,Collection Sort |Super Collections Sort&Create|Collection Sort
spam,69,33,36,4.7,400.0,Spam Protection. No captcha.|Zero Spam Contact Form|Contact Us Form with Captcha
speed,397,218,179,4.06,193.0,Booster: Page Speed Optimizer|Page Speed Booster|SW‑Page Speed Image Optimizer
special offers,358,189,169,4.6,358.0,Ultimate Special Offers|Bulk Discount & Price Editor|Discount Ninja
spently,0,2,6,4.85,1075.0,Spently Email Marketing|EasyTeam POS & Web Time Clock |Infinite Options
spin,71,36,35,4.7,345.0,Discount Spin Wheel Exit Popup|Spin Wheel Pop ups Email Popup|Email Pop up Spin Wheel Popups
spin-a-sale,757,390,367,4.6,580.0,Spin‑a‑Sale|EVM Spin Wheel ‑ Spin‑a‑Sale|Abandoned Cart Recovery Email
spin to win,77,42,35,4.82,1496.0,"Discount Spin Wheel Exit Popup|Spin Wheel Email Pop Ups|ONE+ Sales Pop Ups, SMS, Email"
spin wheel,42,21,21,4.48,224.0,Discount Spin Wheel Exit Popup|Spin Wheel Pop ups Email Popup|Email Pop up Spin Wheel Popups
spin the wheel,40,19,21,4.65,242.0,"Spin Wheel Pop ups Email Popup|Email Pop up Spin Wheel Popups|ONE+ Sales Pop Ups, SMS, Email"
spocket,34,26,8,4.56,285.0,Spocket ‑ US & EU Dropshipping|Spocket for Suppliers channel|Coupo Free Trust Badge
spreadr,0,4,2,3.88,354.0,Spreadr App ‑ Amazon Importer|DropCommerce: US Dropshipping|Importify ‑ Easy Dropshipping
springbot,0,2,1,4.13,115.0,Springbot Marketing Automation|Matcha Blog Creator|Dynamic Banner Suite
sprocket,0,10,6,3.93,516.0,Spocket ‑ US & EU Dropshipping|Shiprocket ‑ Shipping in India|Spocket for Suppliers channel
spurit,57,28,29,4.25,85.0,Sales Countdown Timer Bar 2.0|Subscription & Recurring Order|One‑Click Checkout
square,53,24,29,4.31,273.0,Square Sync|Realtime Stock Sync & Bundling|AutoSync for Square
ssl,42,31,11,4.4,909.0,AfterShip Order Tracking & SMS|Free Trust Badge Master|Free Traffic & Ads by Varinode
stamped,51,29,22,4.74,1094.0,Stamped.io Product Reviews UGC|Stamped.io Loyalty & Rewards|Digital Downloads by Uplinkly
stamped.io,55,36,19,4.85,842.0,Stamped.io Product Reviews UGC|Stamped.io Loyalty & Rewards|Yotpo Product Reviews & Photos
stamps.com,0,2,2,4.2,61.0,Multi Carrier Shipping Label|Bespoke Shipping|Ecomdash
stamps,51,29,22,4.74,1094.0,Digital Downloads by Uplinkly|Stamped.io Product Reviews UGC|PushOwl Web Push Notification
sticky add to cart,918,471,447,4.83,228.0,Sticky Add To Cart BOOSTER PRO|Sticky Add To Cart + Buy Now|Sticky Cart&Sticky Add to Cart
sticky cart,591,321,270,4.76,130.0,Slide Cart ‑Sticky Cart Drawer|Sticky Cart by Uplinkly|Sticky Cart&Sticky Add to Cart
sticky,267,149,118,4.83,109.0,Sticky Add To Cart BOOSTER PRO|Slide Cart ‑Sticky Cart Drawer|Sticky Cart by Uplinkly
stickers,115,67,48,4.57,479.0,Prime Badges Stickers & Labels|ModeMagic Badges: Sale Booster|Flair Product Badges & Banners
sticker,115,67,48,4.57,479.0,Prime Badges Stickers & Labels|ModeMagic Badges: Sale Booster|Flair Product Badges & Banners
stitch,45,18,27,4.48,76.0,JetPrint: All Print On Demand|TextCortex: Descriptions AI|Skubana
store locator,729,358,371,4.7,65.0,Secomapp: Store Locator Map |Stockist Store Locator|Store Locator by Storemapper
stock,698,336,362,4.78,161.0,Low Stock ‑ Back in Stock Pro|Back In Stock: Customer Alerts|Booster: Back in Stock Alerts
store credit,984,465,519,4.69,297.0,AfterShip Returns Center|Gift Cards & Loyalty Program|Returns Center & Store Credit
store pickup,730,341,389,4.56,137.0,In Store Pickup Local Delivery|Store Pickup + Delivery|Store Pickup Click and Collect
stock countdown,209,106,103,4.64,919.0,Stock Countdown Timer Bar|Scarcity: Low Stock! Countdown|Sales Pop up ‑ Conversion Pro
storeya,617,292,325,4.76,203.0,"SEO Site Audit, fix SEO issues|Google Ads & Google Shopping|Facebook Ads Audit Free Report"
stock sync,251,113,138,4.3,124.0,Stock Sync ‑ Inventory Update|Realtime Stock Sync & Bundling|Etsy Realtime Stock Sync
stripe,69,39,30,4.53,126.0,Form Builder with File Upload|Data Export Reports|Report Pundit
subscription,322,169,153,4.64,430.0,Seal Subscriptions|ReCharge Subscriptions|Appstle Subscriptions
subscriptions,322,169,153,4.65,697.0,Seal Subscriptions|ReCharge Subscriptions|Appstle Subscriptions
subscribe,296,169,127,4.67,416.0,Subscribers Web Push|Subscription & Recurring Order|Personal Discount
subliminator,0,3,0,2.55,48.0,Subliminator|Aero • Chat & Menu|LA Sublimation ‑ Custom Masks
sufio,0,3,3,4.85,561.0,Sufio: Professional Invoices|Invoice Hero: Invoicing App|Coin Currency Converter
sumo,0,8,3,4.6,218.0,"Sumo: Boost Conversion & Sales|Content Sumo|Pop Up, Email & Exit Pop Ups"
support,2770,1409,1361,4.71,113.0,HelpCenter | FAQ & HelpDesk|Customer Service & Ticket Desk|Reamaze Live Chat & Helpdesk
suppliers,267,154,113,4.35,476.0,Syncee for Suppliers|Spocket ‑ US & EU Dropshipping|Modalyst ‑ Dropshipping
supplier,267,154,113,4.35,476.0,Syncee for Suppliers|Spocket ‑ US & EU Dropshipping|Modalyst ‑ Dropshipping
survey,122,71,51,4.45,154.0,Enquire Post Purchase Survey|Free NPS Survey Feedback Poll|Grapevine Post‑Purchase Survey
swatch,183,81,102,4.5,287.0,Variants Options Swatch King|GVariant: Image + Color Swatch|Variant Custom Product Options
swatches,183,81,102,4.5,287.0,Variants Options Swatch King|GVariant: Image + Color Swatch|Variant Custom Product Options
swagify,0,1,3,4.47,36.0,Swagify|Scalify for Facebook Ads|Agify ‑ Age Check/Verification
swell,341,204,137,4.66,469.0,"Yotpo Loyalty & Rewards|Loyalty, Rewards & Referrals|Spin Wheel Pop ups Email Popup"
sweet upsell,176,93,83,4.64,351.0,ReConvert Upsell & Cross Sell|Post Purchase Checkout Upsell|AfterSell Post Purchase Upsell
syncee,127,52,75,4.45,160.0,Syncee ‑ Global Dropshipping|Syncee for Suppliers|DropCommerce: US Dropshipping
sync,849,467,382,4.58,207.0,Stock Sync ‑ Inventory Update|QuickBooks Online Sync|Syncio Multi Store Sync
syncio,130,51,79,4.54,149.0,Syncio Multi Store Sync|SyncLogic|Syncotron
tunetoo,0,2,0,3.55,22.0,Tunetoo|Tuneboom
turbo,0,3,6,4.49,116.0,TURBO Product Filter|Loadify: Preloader & TurboMode|Section Feed ‑ Instagram Feed
twitter,215,119,96,4.71,761.0,Facebook & Twitter Auto Post|Facebook & Instagram AutoPostr|Twitter Feed
ultimate special offers,320,170,150,4.73,449.0,"Ultimate Special Offers|ONE+ Sales Pop Ups, SMS, Email|HoneyApps Upsell & Cross Sell"
ultimate sales boost,858,445,413,4.65,528.0,"Ultimate Sales Boost|ONE+ Sales Pop Ups, SMS, Email|Trust Me ‑ Free Trust Badges"
ultimate,208,110,98,4.8,543.0,Ultimate Sales Boost|Ultimate Trust Badges|Ultimate GDPR EU Cookie Banner
ultimate upsell,190,102,88,4.73,701.0,Ultimate Upsell & Cross Sell|AfterSell Post Purchase Upsell|HoneyApps Upsell & Cross Sell
ultimate special offer,320,170,150,4.73,449.0,"Ultimate Special Offers|ONE+ Sales Pop Ups, SMS, Email|HoneyApps Upsell & Cross Sell"
under construction,0,4,15,4.08,33.0,Under Construction Coming Soon|Easy Coming Soon|Coming Soon
upload,720,372,348,4.63,77.0,Upload‑Lift|Upload Fields by UploadKit|Uploadery
uploadery,0,3,2,4.38,940.0,Uploadery|Variant Custom Product Options|UploadIt ‑100% Free Upload App
upsell,474,263,211,4.77,567.0,ReConvert Upsell & Cross Sell|Honeycomb Upsell & Cross Sell|Zoorix ‑ Upsell & Cross Sell
ups,2820,1505,1315,4.77,1474.0,"Privy ‑ Pop Ups, Email, & SMS|ONE+ Sales Pop Ups, SMS, Email|Automizely Email, Sales Pop Up"
upsell bundles,206,105,101,4.73,343.0,UFE Cross Sell & Upsell Bundle|Upsell Bundle Discounted 2021|Frequently Bought Together
upsell hero,201,109,92,4.79,404.0,Zoorix ‑ Upsell & Cross Sell|AfterSell Post Purchase Upsell|HoneyApps Upsell & Cross Sell
upsell system,200,109,91,4.75,324.0,My Cart Upsell System|Post Purchase Checkout Upsell|ReConvert Upsell & Cross Sell
uptracker,188,90,98,4.74,213.0,SyncTrack ‑ Add tracking auto|17TRACK|Track Order
urgency,269,139,130,4.73,914.0,"Social Proof, Urgency, Pop ups|Urgency Bear Countdown Timer|Countdown Timer Bar Urgency"
url,460,224,236,4.63,2250.0,Short URL Link Shortener|URL Short Link Generator|Linkie URL Shortener
usps,446,252,194,4.59,308.0,Pirate Ship|Postmen: Easy Shipping Labels|AfterShip Returns Center
variants options,254,127,127,4.83,362.0,Variants Options Swatch King|Product Options Variant Option|Variant Custom Product Options
variants,678,304,374,4.76,186.0,Variants Options Swatch King|Variant Custom Product Options|100+ Variants &Product Options
variant,678,304,374,4.75,176.0,Variants Options Swatch King|Variant Custom Product Options|Variant Image Automator
variant image,241,114,127,4.63,255.0,Variant Image Automator|Variant Image Wizard|Multiple Variant Images
vat,76,32,44,4.63,153.0,Dual Price Display PRO|Pie VAT ‑ Tax Free Shopping|B2B Handsfree
vela,0,2,0,4.85,228.0,Vela|Ablestar Bulk Product Editor
vendor,301,116,185,4.44,217.0,Multi Vendor Marketplace|Puppet Vendors|ShipTurtle Multi Vendor
vend,96,49,47,4.31,118.0,Gift Cards & Loyalty Program|Veeqo ‑ Multichannel Ecommerce|Marketful
video,420,204,216,4.81,111.0,Promo.com ‑ Promo Video Maker|Vimeo Create ‑ Video Maker|Image Gallery + Video ‑ EA
video background,108,62,46,4.74,218.0,Video Background|GemPages Flexible Page Builder|POWR YouTube Video Gallery
